ID,SurveyGroup,IntakeDate,ProgramParticipation,City,County,IntakeBusinessStatus,BusinessStartDate,BusinessDescription,LoanClient,Experience,ChangeExperience,MatchedNeeds,PleaseExplain2,ServicesIdeas,SupportIdeas,DEI1,DEI2,DEI3,DEI4,DEI5,DEI6,DEIDescriptionRate,OwnBusiness,HaveYouEverBeenInBusiness,StillOwn,WhyNoBusiness,NotStartDescision,PleaseExplain3,StartDecision,PleaseExplain,StartBusiness,ProductService,MonthAndYear,BusinessStartReason,MonthAndYearStop,BusinessStopReason,BusinessRestart,PivotAbility,PivotWEV,Elaborate1,ExpandBusiness,ProgramIdeas,FullTimePartTime,BizSalesIntake,GrossSales,SalesUnknownOrRefused,ProfitLoss,ProfitLossAtIntake,NetProfit,ProfitLossUnknownOrRefused,OwnersDrawAtIntake,BizIncomeUse,DrawUnknownOrRefused,DrawPrimaryIncome,JobsAtIntakebesidesOwner,FTEAmount,FTEmployeesUnknownOrRefused,PTEAmount,PTEmployeesUnknownOrRefused,FundingProgram1,FundingProgram2,FundingProgram3,FundingProgram4,FundingProgram5,FundingProgram6,FundingProgram7,FundingProgram8,FundingProgram9,Elaborate2,FundingSource1,FundingSource2,FundingSource3,Employment1,Employment2,Employment3,Employment4,Elaborate3,Household1,Household2,Household3,Household4,Household5,Household6,Household7,FinancialHealth1,FinancialHealth2,FinancialHealth3,WEVGotNews,Content,WEVGotNews2,Entrepreneur1,Entrepreneur2,Entrepreneur3,Entrepreneur4,Entrepreneur5,WrapUp,SurveyDate 
1188446,"5-Year, 1-Year",1/27/2012,"Training, Advisory",Ventura,Ventura,Ongoing (In business more than one year with sales),12/1/2009,"The Akeena Group is a full-service Architecture and Construction firm which offers their clients an inclusive, collaborative approach to the design/build process.  The founder, Laura Kay Dunbar, is licensed both as an architect and general contractor giving her a unique position in the industry.  She created the company to simplify and demystify the sometimes complicated and daunting process of project development through personal guidance, thoughtful communication, and a broad measure of experience. Our goal at The Akeena Group is to make the creation and execution of your project enjoyable, if not downright fun!",Yes,It's been positive. I appreciate having an organization on my team. I feel like I can use them as a connection with almost everything.,"Because the staff is always changing, I don't feel like I have a very personal connection with the people working there. I also wish WEV would vet their people that they refer to clients as well.",Yes,,"Having a business specialist position at the company that can be a consistent touchstone for clients to create more meaningful connections with the WEV staff.

Having more programs to attract and aid bigger and/or growing businesses.",In Person,Neutral,3.0,Agree,4.0,Strongly Agree,5.0,No.,Yes,,Yes,,,,,,,I'm an architecture and construction management firm.,12/2009,"Wanted to work for myself, not others",,,,Yes,No,It was more about changing our space.,"Hired employees, Widened customer base, Moved to a larger space","""Digital Marketing (online presence, Search Engine Optimization))"", ""Traditional Marketing (print, radio, television)"", HR",Full time,"566,000.00","700,000.00",No,Profit,,"50,000.00",No,"50,000.00","120,000.00",No,,5,3,No,1,No,,,0.00,,0.00,,0.00,,0.00,,"SBA EIDL (Disaster loan), SBA PPP loan","SBA EIDL (Disaster loan), SBA PPP loan","EIDL $500,000; PPP $50,000",No,,Employed,No,,2,1,No,"62,000.00","120,000.00",No,,"Paid off personal loans/credit card debt, Improved credit score",0.00,No,I don't receive the newsletter,I don't know.,Yes,No,,,,,No.,8/25/2022
8346916,1-Year,6/9/2020,"Training, Advisory",Ojai,Ventura,Ongoing (In business more than one year with sales),8/1/2010,Flower shop,No,Very informative and supportive and enjoyable.,Nothing.,Yes,,I don't know--pretty much everything was covered.,A Combination,Strongly Agree,5.0,Agree,4.0,Strongly Agree,5.0,Nothing other than that I could tell that WEV really made an effort to include everyone of all backgrounds.,Yes,,Yes,,,,,,,Flower shop for occasions.,08/2010,I had worked for the company and eventually took it over myself,,,,Yes,Yes,"I already had wanted to pivot the business to close my brick and mortar business and work from a private studio, so the pandemic was the perfect opportunity for that and it did quite well. So that's when I came to WEV to learn more about business management and website building to help me with my new pivot. The support I had through the program as well encouraged me to not give up.",None,"""Digital Marketing (online presence, Search Engine Optimization))"", Personal finance, Business accounting",Full time,"60,922.00",,Yes,I don't know,"40,178.00",,Yes,"6,000.00",,Yes,I don't know,4,1,No,0,No,No,,0.00,,0.00,,0.00,,0.00,,None,,,No,,Employed,No,,5,5,No,"75,000.00",,Yes,I don't know,Paid off personal loans/credit card debt,,Yes,I receive the newsletter and sometimes read it,Financial education and marketing tips.,,No,,,,,No.,8/22/2022
6355716,1-Year,10/1/2019,"Funding, Advisory",Thousand Oaks,Ventura,Startup (In business less than one year with sales),10/1/2019,": Girl with Guns is a web based business that provides kickboxing and MMA gear, specifically heavy bag target wraps  (Tag-a-Bag™) and a product that washes and dries Boxing hand wraps (wrap-n-Roll™).   The website will also provide other boutique niche products for the female cardio boxing customer, such as theme hand wraps, rash guards, mouth guards, and eventually other items that will be proprietary to the Girl with Guns company.  These items will most likely be training/safety aids such as shin guards, thigh guards and other gym gear that currently is more geared to men’s sizing.",Yes,"I only received a small business loan, and haven't done any classes.",Nothing.,Yes,,Access to patenting lawyers.,In Person,Agree,4.0,Agree,4.0,Agree,4.0,No.,No,No,Yes,Still patenting and testing my product,No,,,,I don't know,,,,,,,It wasn't necessary,,,,"e-commerce, Having a business assistant/advisor",,0.00,,No,,,,No,0.00,,No,,0,,No,,No,,,0.00,,0.00,,0.00,,0.00,,,,,Yes,Full-time,Employed,,,3,2,No,"110,000.00","185,000.00",No,,None,0.00,No,I receive the newsletter and sometimes read it,They're good as is.,,No,,,,,No.,8/22/2022
9456933,1-Year,5/15/2019,"Funding, Grant, Training, Advisory",Thousand Oaks,Ventura,Startup (In business less than one year with sales),1/1/2016,"Provide stormwater pollution prevention plans and stormwater pollution prevention construction site inspections.  Provide stormwater drainage consultation, drainage plans,.  Provide UAS aerial photography services.",Yes,It was fantastic and the organization was very approachable and responsive.,Nothing.,Yes,,Help on taxes/financials,A Combination,Agree,4.0,Agree,4.0,Strongly Agree,5.0,No.,Yes,,Yes,,,,,,,We do professional services for construction sites in regards to erosion and stormwater management in compliance with the EAP.,01/2016,Lack of advancement opportunities in my job/career,,,,I don't know,,,Hired employees,"Business accounting, HR, Legal",Full time,"94,727.00","323,000.00",No,Profit,"27,482.00","50,000.00",No,0.00,"36,000.00",No,,0,2,No,3,No,,,0.00,,0.00,,0.00,,0.00,,SBA EIDL (Disaster loan),SBA EIDL (Disaster loan),"EIDL, $330,000",Yes,Part-time,Employed,No,,5,5,No,"50,000.00","180,000.00",No,,"Improved credit score, Add to savings accounts","20,000.00",No,I receive the newsletter and always read it,"Small business stories, whether they're successful or not. And improvements in the community.",,Yes,Business Owner,Having a business major on staff.,Teaching the team marketing.,"Absolutely, yes. The business world is still very much so led by the white male world--there is always a strong preference to hire those people. So more programs like this help women and minorities to be a part of the system.",Maybe WEV should host equity and inclusion encouragement talks.,8/19/2022
4277878,1-Year,8/30/2016,"Funding, Grant, Training, Advisory",Ventura,Ventura,Ongoing (In business more than one year with sales),6/1/2015,"Rêves de Sabine is an all natural head-to-toe pampering line, hand-crafted with love in Ventura, California. I seek the best ingredients available, and combine them with therapeutic essential oils to provide the perfect balance and nourishment for a radiant, youthful skin, and an overall sense of well being.",Yes,"It has been excellent and they have supported through a challenging journey, and they have always come up with solutions to help me pivot and change.",Not really.,Yes,,Connecting small businesses with interns that can help out.,A Combination,Agree,4.0,Neutral,3.0,Strongly Agree,5.0,The COVID has made it harder to connect on a human level and connecting that way makes you feel like you're part of something.,Yes,,Yes,,,,,,,"A line of small batch, handcrafted skincare and fragrances.",06/2015,To feel like my business had a positive purpose,,,,I don't know,,,Added a new product/service,None,Full time,"3,220.96",,Yes,I don't know,,,Yes,0.00,,Yes,I don't know,0,0,No,0,No,,,0.00,,0.00,,0.00,,0.00,,CA Relief grant,CA relief grant,"Grant, $5,000",No,,Employed,No,,2,2,No,"26,475.45",,Yes,I don't know,"Paid off personal loans/credit card debt, Improved credit score",,Yes,I don't receive the newsletter,I don't know.,Yes,No,,,,,I miss meeting with financial advisors in person so having a monthly or bi-monthly in-person meeting would be beneficial.,8/18/2022
1426834,1-Year,2/14/2007,"Funding, Grant, Training, Advisory",Ventura,Ventura,Ongoing (In business more than one year with sales),1/1/2004,"Therapy for children with special needs.Children's Therapy Network's purpose is to serve children with special needs by enhancing potential and fostering independence through high quality, innovative therapeutic programs and professional excellence within a natural environment. Children’s Therapy Network’s collaborative atmosphere is built upon a foundation of dignity and integrity Children’s Therapy Network is a unique company designed to serve each child's special needs and we are dedicated to preserving the ""whole"" family approach, recognizing that each child is one part of a complex family unit.",Yes,"It's been good, and initially when I started my experience with WEV is what allowed me to start my business. It set a foundation for success for me. They've been there when I needed them in tough times.",More services for. information about taking existing businesses to the next step. My business consultant is the reason why I have stayed with WEV.,Yes,,"WEV focuses more on small or new businesses, and I would like more services offered to bigger, older companies to help with growth.",A Combination,Agree,4.0,Agree,4.0,Agree,4.0,Any hesitation is on my end.,Yes,,Yes,,,,,,,Therapy center for special needs children.,01/2004,I'm a physical therapist by trade and I thought I could do it better,,,,Yes,Yes,I received help for the PPP application and my business advisor was really helpful,Expanded facility,Strategic growth planning,Full time,"20,000.00","1,550,000.00",No,I don't know,,,Yes,"15,000.00","100,000.00",No,,15,20,No,20,No,,,0.00,,0.00,,0.00,,0.00,,SBA PPP loan,SBA PPP loan,"PPP $140,000",No,,Employed,No,,1,4,No,"60,000.00","100,000.00",No,,Participated in a financial literacy education program,,Yes,I receive the newsletter and sometimes read it,Success stories and grant information.,,No,,,,,"Need help delegating more tasks to others as a CEO and lightening the load.

I also may need to take a break from WEV for a couple months because of all the changes I'm making and because I don't really know what I want to do with my business right now, I would like to pause communications.",8/17/2022
8984869,1-Year,8/27/2018,"Training, Advisory",Santa Barbara,Santa Barbara,Startup (In business less than one year with sales),5/1/2018,One-on-one personal somatic women's coaching and group facilitation.,No,"I loved the company, but I wish it would've been more helpful for me and my company.","I would've had my business advisors be more like coaches instead of consultants and had more knowledge about my industry. I think my last business advisor was not helpful since they didn't know my industry, but my new advisor is much better.",Yes,,Expanding the coaching part of it to people who are specific to your industry.,A Combination,Neutral,3.0,Neutral,3.0,Disagree,2.0,No.,Yes,,Yes,,,,,,,Online coaching services and workshops.,05/2018,To fill a gap in the market and to create a way to generate income being me,,,,Yes,No,No.,None,Archetype/Mastermind networking Groups,Full time,"1,200.00",,Yes,I don't know,,,Yes,0.00,,Yes,I don't know,0,0,No,0,No,Yes,Neutral,3.0,Neutral,3.0,Neutral,3.0,Neutral,3.0,No.,None,,,No,,Employed,No,,1,1,No,"27,600.00",,Yes,I don't know,None,,Yes,I receive the newsletter and always read it,I don't know.,,No,,,,,"WEV does really well for standard businesses (i.e. bakery, things that have been done before), but I'm curious if focusing on people's uniqueness would be helpful.

Also, I didn't really like getting the texts to participate in this interview, email is a much better way to reach me.",8/17/2022
8198445,1-Year,2/17/2020,"Training, Advisory",Ventura,Ventura,Pre-business (No business or idea only),,,No,"It was good, very informative and got us in touch with a lot of resources to start a potential business. I'm glad that I took the course which was during COVID because it helped me make the decision to not start a business.",The online part of the class was not as beneficial.,Yes,,Investment services for research/ideas the students have.,In Person,Agree,4.0,Agree,4.0,Agree,4.0,No.,No,No,,Partnership idea for business wasn't going to work out,Yes,The advice the class gave me helped me make the decision to not start a business.,,,No,,,,,,,,,,,,,,,No,,,,No,,,No,,,,No,,No,,,0.00,,0.00,,0.00,,0.00,,,,,Yes,Full-time,Employed,,,1,2,No,"41,776.28","150,000.00",No,,None,"60,000.00",No,I receive the newsletter but rarely read it,I don't know.,Yes,,,,,,No.,8/17/2022
8249576,1-Year,2/17/2020,"Training, Advisory",Montecito,Santa Barbara,Pre-business (No business or idea only),,,No,"I have nothing but good things to say. It was a good experience, and though it was the beginning of COVID which made for an interesting time, it was the support I needed.",If I could've attended in person that would've made things better.,Yes,,I don't know.,A Combination,Agree,4.0,Agree,4.0,Strongly Agree,5.0,No.,Yes,,No,,,,,,,Creative therapist.,,Felt called to that profession,01/2022,Had a job opportunity that would help increase knowledge for expansion of business,I plan to re-start my business,,,,,,Seasonal / sporadic,,,Yes,I don't know,,,Yes,,50.00,No,,,0,No,0,No,,,0.00,,0.00,,0.00,,0.00,,None,,,Yes,Full-time,Unemployed and seeking employment,No,,1,1,No,"146,201.10",,Yes,I don't know,None,0.00,No,I receive the newsletter and always read it,Not applicable anymore.,,Yes,Entrepreneur,Having more clients.,,"Organizations led by women helps for sure, but what's really important is that the organization thinks outside of the box, which I think WEV does.",No.,8/17/2022
6287380,1-Year,10/3/2019,"Funding, Advisory",Santa Barbara,Santa Barbara,Ongoing (In business more than one year with sales),7/1/2017,Shipping container trading,Yes,WEV was great--it was a huge help in getting our first loan and future financing.,No.,Yes,,I don't know.,Online,Strongly Agree,5.0,Agree,4.0,Strongly Agree,5.0,No.,Yes,,Yes,,,,,,,Shipping containers.,07/2017,Lack of advancement opportunities in my job/career,,,,Yes,No,No.,Hired employees,HR,Full time,"751,044.00","4,000,000.00",No,Profit,"-3,185.00","322,000.00",No,"33,600.00","48,000.00",No,,2,0,No,0,No,,,0.00,,0.00,,0.00,,0.00,,"SBA EIDL (Disaster loan), SBA PPP loan","SBA EIDL (Disaster loan), SBA PPP loan","EIDL, $305,800: PPP, $7,700",No,,Employed,No,,2,2,No,"33,600.00","322,000.00",No,,Met with a financial coach,0.00,No,I receive the newsletter and sometimes read it,How-to's and ideas on what programs or software is out there that has been helpful for small businesses.,,Yes,Entrepreneur,More help/employees.,,"Yes, absolutely. The fact that WEV offers resources to small businesses is so important to the overall health of our community.",No.,8/16/2022
535575,5-Year,10/3/2008,Advisory,Ventura,Ventura,Ongoing (In business more than one year with sales),2/1/1994,Dance Instruction and Dance Fitness for adults. Social dancing includes west coast swing and wedding dance preparation. Fun and energetic ZUMBA(R) Fitness classes. Our atmosphere is casual and social. Group and private lessons are available.,No,"I joined Thrive in 5 quite a while ago, but before my 5 years were up we closed our business.","Asked to switch coaches, because I wasn't a good match with my business. At some point I had asked for some financial help, but that wasn't realized.",Yes,,Financial services.,A Combination,Neutral,3.0,Disagree,2.0,Agree,4.0,No.,Yes,,Yes,,,,,,,Swing dance instruction and financial coaching (separately),02/1994,I wanted to teach swing dancing,,,,No,,,None,None,Part time,"90,000.00","40,000.00",No,I don't know,,,Yes,"6,000.00","1,000.00",No,,9,0,No,0,No,No,,0.00,,0.00,,0.00,,0.00,,CA Relief grant,CA relief grant,"Relief grant, $10,000",Yes,Part-time,Employed,,,4,4,No,"6,600.00","130,000.00",No,,None,"20,000.00",No,I don't receive the newsletter,I don't know.,No,Yes,Entrepreneur,Instant clients.,,"Yes, because women need different types of support than men.",No.,8/16/2022
1609279,5-Year,9/3/2013,"Training, Advisory",Los Angeles,Los Angeles,Pre-business (No business or idea only),,High end adult personal shopping.,No,It was beyond exceptional and well planned. The guest speakers were great and the ladies in the class were great! There was lots of support when I needed it.,I don't think so.,Yes,,I don't know.,Online,Agree,4.0,Strongly Agree,5.0,Strongly Agree,5.0,I think WEV values diversity.,No,No,,Wouldn't have brought in enough income,Yes,Helped me realize that it wasn't financially feasible.,,,No,,,,,,,,,,,,,,,No,,,,No,,,No,,0,,No,,No,,,0.00,,0.00,,0.00,,0.00,,,,,Yes,Full-time,Unemployed and seeking employment,No,,1,1,No,"18,191.41","52,000.00",No,,Improved credit score,0.00,No,I receive the newsletter and always read it,More success stories and how clients are doing.,,,,,,,Are WEV classes just for Socal businesses or are there online classes I can take as well?,8/12/2022
596582,5-Year,12/19/2012,"Training, Advisory",Santa Barbara,Santa Barbara,Pre-business (No business or idea only),,"Baby planner/ Maternity consigner.  Nursery Decorating, Birth planning and everthing in between!",No,"I really liked the experience and I learned a lot, I just wished I was more ready to start my business at the time I took the classes.",I just wish I was more ready to start my business.,Yes,,I don't know.,A Combination,Strongly Agree,5.0,Agree,4.0,Strongly Agree,5.0,In my class there was a girl whose business was stripping and WEV was super inclusive and supportive of all businesses including that.,No,No,,Wasn't ready to start the business,No,,,,Yes,,,,,,,,,,,,,,,No,,,,No,0.00,,No,,0,,No,,No,,,0.00,,0.00,,0.00,,0.00,,,,,Yes,Full-time,Unemployed and seeking employment,No,,1,2,No,"15,120.00","100,000.00",No,,None,"15,000.00",No,I receive the newsletter and always read it,I don't know--nothing different than what's offered.,,,,,,,No.,8/11/2022
480479,5-Year,2/14/2013,"Training, Advisory",Santa Barbara,Santa Barbara,Ongoing (In business more than one year with sales),6/1/2003,"Mobile Massage/facial business, Santa Barbara Mobile Massage & Spa provides massage, facial, and body treatment services on location to individuals, couples, groups, and businesses in the Santa Barbara area. We specialize in Couples massage and Spa parties for special occasions. We travel to private homes, vacation rentals, hotels, and businesses from Carpinteria to Santa Ynez, CA.",No,"At the time I felt I really needed support in getting the business going, and WEV training was very helpful in getting me to focus on my goals while giving me the confidence to make it happen.",More one on one support or have individual check-ins during the training.,Yes,,Marketing,Online,Agree,4.0,Agree,4.0,,0.00,At the time I was so focused on my business,Yes,,Yes,,,,,,,"Santa Barbara Mobile Massage and spa to people in their homes, rentals, or hotels.",09/2012,To supplement my household income,,,,Yes,No,Wasn't in contact.,"Widened customer base, Contracted new people","""Digital Marketing (online presence, Search Engine Optimization))""",Part time,"7,000.00","163,659.00",No,Profit,,"130,000.00",No,"5,000.00",,Yes,Yes,7,0,No,0,No,Yes,Disagree,2.0,Neutral,3.0,Disagree,2.0,Neutral,3.0,No.,SBA PPP loan,SBA PPP loan,Unknown.,No,,Employed,No,,1,1,No,"7,740.00","70,000.00",No,,Met with a financial coach,"20,000.00",No,I receive the newsletter but rarely read it,I don't know.,,No,,,,,No.,8/10/2022
8218108,1-Year,2/19/2020,"Training, Advisory",Goleta,Santa Barbara,Startup (In business less than one year with sales),12/31/2019,Aquaculture monitoring consulting and tech start-up,No,"It was a little awkward because COVID hit in the middle of our class and it made it hard to focus for me personally, though the first half of the class was very good.",Having it not be during COVID.,Yes,,One on one instructor services.,In Person,Strongly Agree,5.0,Neutral,3.0,Agree,4.0,No.,Yes,,Yes,,,,,,,Environmental monitoring for aquaculture,12/2019,Saw a product/service gap,,,,No,,,None,Business accounting,Part time,0.00,0.00,No,Loss,-750.00,"-8,000.00",No,0.00,0.00,No,,0,0,No,0,No,Yes,Neutral,3.0,Neutral,3.0,Neutral,3.0,Disagree,2.0,No.,European Grant,,,Yes,Part-time,Employed,,,1,1,No,"46,199.52","30,000.00",No,,Paid off personal loans/credit card debt,0.00,No,I receive the newsletter and always read it,I don't know.,,No,,,,,No.,8/9/2022
6057937,1-Year,2/6/2019,"Funding, Training, Advisory",Kilauea,Not in Service Region,Startup (In business less than one year with sales),1/1/2019,Somatic/Trauma Therapy Mentoring,Yes,It was a good experience and it helped me really start my business.,More flexibility around the payments.,I don't know,,Branding guidance.,Online,Agree,4.0,Agree,4.0,Agree,4.0,No.,Yes,,Yes,,,,,,,Transformational life mentoring and trauma recovery coaching.,02/2019,to make an impact in my community,,,,Yes,No,No.,None,Business accounting,Full time,"22,540.00",,Yes,I don't know,,,Yes,"22,540.00","80,000.00",No,,0,0,No,0,No,,,0.00,,0.00,,0.00,,0.00,,None,,,No,,Employed,No,,1,1,No,"23,000.00","80,000.00",No,Lower,"Created a personal budget, Improved credit score",0.00,No,I don't receive the newsletter,I don't know.,No,Yes,Both,A team.,,"Yes, absolutely.",No.,8/9/2022
8540597,1-Year,10/20/2020,"Training, Advisory",Santa Barbara,Santa Barbara,Ongoing (In business more than one year with sales),7/15/2017,Online wine club,No,"I've had a wonderful time, and I appreciate the guidance and accountability that the coaches have offered. It helped push me forward and get clarity on parts of the business I wasn't sure about. Since my husband is my business partner too, this helped us align our goals and work better together in the business.","I wish there were more networking opportunities other than the ""Strong Coffee, Strong Women"" events. I wish there were annual or bi-annual client mixers.",Yes,,I don't know.,A Combination,Neutral,3.0,Agree,4.0,Strongly Agree,5.0,Being Jewish hasn't really been a part of my business identity...,Yes,,Yes,,,,,,,"We are an online wine club and retail wine shop, and offer virtual events.",07/2017,My initial business was growing,,,,Yes,Yes,"The general guidance was helpful, but our rapid growth was mostly incidental.","Hired employees, Added a new product/service, Widened customer base","""Digital Marketing (online presence, Search Engine Optimization))"", e-commerce",Full time,"22,603.00","135,000.00",No,Profit,"-2,607.00","6,000.00",No,0.00,"15,000.00",No,,1,0,No,0,No,Yes,Neutral,3.0,Agree,4.0,Neutral,3.0,Disagree,2.0,No.,CA Relief grant,CA relief grant,"Relief Grant,  $5,000",No,,Employed,No,,2,2,No,"38,264.24","300,000.00",No,,"Paid off personal loans/credit card debt, Created a personal budget, Met with a financial coach","50,000.00",No,I receive the newsletter and always read it,I don't know.,,Yes,Entrepreneur,Our ability to get in front of more customers without a physical store.,,"Absolutely, they have done a lot to empower women. It is important for women to be able to stand up for each other and organizations like this are very important for this.",No.,8/9/2022
6159450,1-Year,9/3/2019,"Grant, Training, Advisory",Thousand Oaks,Ventura,Ongoing (In business more than one year with sales),9/8/2014,"Specialty chicken eggs - no corn, no soy, no antibiotics or pesticides, no besk trimming or forced molting.  Multi-colored eggs.",No,WEV was just life-saving after the fires between the grants given to me and the training I received. The support I got was very very helpful.,No.,Yes,,I was part of a Quickbooks class during lockdown--and having my instructor come to my house was amazing and if that could be continued that would be awesome.,A Combination,Strongly Agree,5.0,Strongly Agree,5.0,Strongly Agree,5.0,I have nothing but good things to say about WEV--but I've always been accommodated to help me be successful.,Yes,,Yes,,,,,,,Specialty chicken eggs for grocery stores and farmer's markets.,09/2014,To rescue some chickens,,,,Yes,Yes,"The help they gave me lead into the pandemic, so yes.",Widened customer base,"""Digital Marketing (online presence, Search Engine Optimization))"", e-commerce",Full time,"302,800.00","480,000.00",No,I don't know,"-59,235.00",,Yes,"27,000.00",,Yes,Yes,0,0,No,0,No,No,,0.00,,0.00,,0.00,,0.00,,None,,,No,,Employed,No,,4,1,No,"27,000.00","10,000.00",No,,"Paid off personal loans/credit card debt, Created a personal budget",0.00,No,I don't receive the newsletter,Class offerings.,Yes,Yes,Entrepreneur,"More sales, more money...",,"Absolutely, and even now despite the milestones that have been reached by women-owned businesses we are still lagging behind the guys. Especially in my industry, it's dominated by males and I always feel like I have to prove myself. So having more women in business to empower and inspire other women is very valuable.",No.,8/5/2022
1426730,1-Year,10/4/2008,"Funding, Training, Advisory",Santa Barbara,Santa Barbara,Ongoing (In business more than one year with sales),7/11/2011,Daily Market Place is a community culinary center featuring local crafted food to go. We will offer production space for emerging entrepreneurs and retail space to sell their goods.,Yes,"Very helpful and supportive, especially when I was trying to pivot during the pandemic.",Taking advantage of WEV's offerings.,Yes,,Having classes separated by current or previous business owners and those who only have ideas.,A Combination,Strongly Agree,5.0,Strongly Agree,5.0,Strongly Agree,5.0,No.,Yes,,Yes,,,,,,,Catering.,07/2011,Lack of advancement opportunities in my job/career,,,,Yes,Yes,My Thrive consultant was very helpful in creating a very successful e-commerce website.,"Opened a physical location, Added a new product/service, Widened customer base, Created an e-commerce website","Personal finance, Business accounting",Seasonal / sporadic,,"40,000.00",No,Loss,,"-30,000.00",No,0.00,,Yes,No,0,,No,2,No,,,0.00,,0.00,,0.00,,0.00,,"CA Relief grant, Restaurant Recovery Act","CA relief grant, Restaurant Recovery Act","Restaurant Recovery Act, $74,000; various grants $56,000",Yes,Full-time,Employed,,,2,2,No,"45,588.00","15,000.00",No,Lower,Participated in a financial literacy education program,0.00,No,I receive the newsletter and sometimes read it,More programs going on. What's coming up and community events.,,No,,,,,The professional speech class that I took was one of the most valuable programs I did with WEV.,8/4/2022
1609895,5-Year,2/15/2012,"Funding, Training, Advisory",Santa Barbara,Santa Barbara,Startup (In business less than one year with sales),7/1/2011,Branding and promotional clothing company,No,It was a very good and insightful experience that helped me finish my business plan that I was looking to start at the time. Helped me realize what was going to be viable.,No.,Yes,,I don't know.,A Combination,Strongly Agree,5.0,Strongly Agree,5.0,Strongly Agree,5.0,I think overall WEV is a really welcoming place.,No,Yes,No,,,,,,,,,Unable to find a job,01/2017,Other problems with the business or business strategy,I plan to start a new business,,,,,,,,,No,,,,No,,,No,,0,,No,,No,,,0.00,,0.00,,0.00,,0.00,,,,,Yes,Full-time,Employed,,,3,3,No,"108,616.92","140,000.00",No,,"Created a personal budget, Met with a financial coach","20,000.00",Yes,I don't receive the newsletter,I don't know.,Yes,Yes,Entrepreneur,Duplicating myself.,,"Yes, because there are all kinds of demographics that need support, especially supporting women in business.",WEV gives guidance to people who want to work for it and that's always needed.,8/4/2022
1213619,5-Year,4/15/2011,"Training, Advisory",Santa Barbara,Santa Barbara,Ongoing (In business more than one year with sales),1/1/2008,"Stonehouse Fitness team offers healing and restorative exercise as well as exciting adventures on the Santa Barbara coast in an outrigger canoe. Whether you want to run a marathon or just play with the grandkids we can help you with strength, balance, endurance and flexibility. Individualized programs, private studio.",No,"It was succinct, comprehensive, objective, realistic, and a success. I really enjoyed the whole program. I'm still using worksheets that I used in my classes. Being in a group was really helpful too.",Nothing.,Yes,,Having someone to help see how your business fits into your life.,Online,Strongly Agree,5.0,Strongly Agree,5.0,Strongly Agree,5.0,All of those things are very important.,Yes,,Yes,,,,,,,Realtor.,04/1987,"I've always been good at business law and math, so it made sense for me",,,,Yes,No,Not in the last few years since I haven't had contact.,Added a new rental unit,Business accounting,Part time,"7,200.00","200,000.00",No,Profit,,"40,000.00",No,"3,000.00","30,000.00",No,,0,0,No,0,No,Yes,Strongly Agree,5.0,Neutral,3.0,Strongly Agree,5.0,Strongly Disagree,1.0,No.,None,,,No,,Employed,Yes,"My fitness training business had to be put on hold because of the pandemic, but it's slowly coming back now.",1,1,No,"19,000.00","40,000.00",No,,Created a personal budget,0.00,No,I don't receive the newsletter,I don't know.,No,Yes,Entrepreneur,Air conditioning.,,"Absolutely, we need more small organizations like WEV for entrepreneurs of all genders.",No.,8/3/2022
1451914,5-Year,1/14/2013,"Training, Advisory",Camarillo,Ventura,Ongoing (In business more than one year with sales),4/1/2010,"Consulting practice in fundraising/development to nonprofit organizations. I'm looking to develop sources of passive income, as well as build a client base.",No,It was extremely helpful and built my business planning skills. It was inspiring and motivating and I credit WEV with the subsequent success we have had.,A mastermind group more suited to professional services was a need I had that wasn't met with WEV.,Yes,,"Industry-specific Digital Marketing (i.e. service, not product related). Webinars for remote networking with clients.",A Combination,Neutral,3.0,Strongly Agree,5.0,Strongly Agree,5.0,"Running a business has nothing to do with with my ""unique background."" Client was really upset with that question and requested that it be removed...didn't understand the point of inclusion.",Yes,,Yes,,,,,,,Consulting for non-profits.,04/2010,"Wanted to work for myself, not others",,,,Yes,No,Needed a webinar for how to network remotely.,"Hired employees, Became an S-Corp","""Digital Marketing (online presence, Search Engine Optimization))""",Part time,"10,855.00","100,000.00",No,Loss,,"-18,000.00",No,"10,855.00","20,000.00",No,,0,0,No,0,No,No,,0.00,,0.00,,0.00,,0.00,,"CA Relief grant, County Relief Grants","CA relief grant, County Relief Grants","Grants, $15,000",No,,Employed,No,,1,1,No,"26,463.00","90,000.00",No,,"Paid off personal loans/credit card debt, Improved credit score","9,000.00",No,I don't know,New programs.,Yes,No,,,,,I would love to see a reunion of WEV alum!,8/1/2022
